N-24                                            
 Alfa =  -5.57143 Re =   493402.281 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.01300  0.16096
   0.99243  0.01402  0.21273
   0.98091  0.01591  0.23438
   0.96911  0.01826  0.24200
   0.95691  0.02115  0.23948
   0.94416  0.02469  0.22624
   0.93062  0.02895  0.20058
   0.91602  0.03393  0.16246
   0.90008  0.03957  0.11421
   0.88274  0.04564  0.06825
   0.86431  0.05197  0.02685
   0.84525  0.05839 -0.01068
   0.82604  0.06474 -0.04432
   0.80697  0.07095 -0.07564
   0.78811  0.07701 -0.10586
   0.76941  0.08293 -0.13580
   0.75080  0.08873 -0.16427
   0.73222  0.09440 -0.19113
   0.71365  0.09993 -0.21602
   0.69509  0.10531 -0.24205
   0.67655  0.11052 -0.28417
   0.65806  0.11555 -0.37393
   0.63961  0.12040 -0.44683
   0.62118  0.12506 -0.45790
   0.60275  0.12955 -0.46920
   0.58428  0.13386 -0.48117
   0.56573  0.13800 -0.49420
   0.54709  0.14197 -0.50852
   0.52841  0.14577 -0.52433
   0.50977  0.14938 -0.54196
   0.49127  0.15279 -0.56192
   0.47303  0.15595 -0.58451
   0.45512  0.15884 -0.60895
   0.43753  0.16144 -0.63347
   0.42020  0.16372 -0.65583
   0.40305  0.16568 -0.67369
   0.38593  0.16732 -0.68435
   0.36873  0.16866 -0.68854
   0.35139  0.16970 -0.68937
   0.33389  0.17047 -0.68862
   0.31629  0.17096 -0.68881
   0.29873  0.17121 -0.69330
   0.28141  0.17120 -0.70436
   0.26449  0.17091 -0.71627
   0.24811  0.17029 -0.72571
   0.23230  0.16933 -0.72972
   0.21707  0.16800 -0.72635
   0.20239  0.16632 -0.71334
   0.18823  0.16426 -0.68920
   0.17454  0.16185 -0.65446
   0.16127  0.15909 -0.61049
   0.14835  0.15598 -0.55630
   0.13576  0.15252 -0.49242
   0.12351  0.14876 -0.42346
   0.11180  0.14478 -0.35331
   0.10083  0.14072 -0.29037
   0.09078  0.13669 -0.24190
   0.08169  0.13267 -0.18656
   0.07344  0.12859 -0.11040
   0.06585  0.12439 -0.01074
   0.05883  0.12010  0.09225
   0.05235  0.11583  0.19012
   0.04644  0.11166  0.27631
   0.04111  0.10764  0.35471
   0.03635  0.10376  0.43350
   0.03211  0.10001  0.51179
   0.02832  0.09634  0.58966
   0.02493  0.09272  0.66912
   0.02188  0.08913  0.74638
   0.01909  0.08558  0.81412
   0.01650  0.08208  0.87041
   0.01410  0.07869  0.91450
   0.01184  0.07544  0.94896
   0.00975  0.07237  0.97427
   0.00786  0.06946  0.99175
   0.00619  0.06671  0.99977
   0.00473  0.06410  0.99543
   0.00347  0.06160  0.97662
   0.00242  0.05919  0.93743
   0.00155  0.05685  0.87623
   0.00087  0.05458  0.78838
   0.00038  0.05235  0.67049
   0.00007  0.05015  0.52255
  -0.00006  0.04797  0.34694
   0.00002  0.04579  0.15039
   0.00029  0.04361 -0.05323
   0.00076  0.04141 -0.25644
   0.00143  0.03922 -0.47229
   0.00229  0.03702 -0.68436
   0.00335  0.03483 -0.90746
   0.00461  0.03265 -1.13127
   0.00608  0.03049 -1.35746
   0.00779  0.02838 -1.57433
   0.00974  0.02634 -1.77157
   0.01196  0.02441 -1.90320
   0.01446  0.02265 -1.89895
   0.01726  0.02104 -1.77807
   0.02037  0.01954 -1.64894
   0.02377  0.01810 -1.55292
   0.02744  0.01662 -1.47532
   0.03135  0.01506 -1.40502
   0.03553  0.01347 -1.34858
   0.03996  0.01190 -1.33346
   0.04467  0.01041 -1.34554
   0.04970  0.00907 -1.33114
   0.05514  0.00794 -1.25789
   0.06110  0.00701 -1.19765
   0.06773  0.00619 -1.16210
   0.07515  0.00538 -1.13767
   0.08346  0.00443 -1.11148
   0.09262  0.00336 -0.94863
   0.10265  0.00236 -0.76693
   0.11368  0.00156 -0.71630
   0.12593  0.00097 -0.66472
   0.13967  0.00058 -0.59521
   0.15506  0.00033 -0.52744
   0.17195  0.00013 -0.47609
   0.18990  0.00002 -0.43196
   0.20853  0.00001 -0.39225
   0.22768  0.00009 -0.35456
   0.24730  0.00027 -0.31936
   0.26733  0.00051 -0.28674
   0.28768  0.00081 -0.25656
   0.30827  0.00113 -0.22939
   0.32902  0.00147 -0.20542
   0.34983  0.00181 -0.18374
   0.37067  0.00215 -0.16400
   0.39148  0.00247 -0.14610
   0.41225  0.00278 -0.12966
   0.43297  0.00307 -0.11481
   0.45366  0.00333 -0.10114
   0.47431  0.00356 -0.08873
   0.49497  0.00376 -0.07740
   0.51564  0.00392 -0.06752
   0.53638  0.00406 -0.05860
   0.55716  0.00418 -0.04998
   0.57799  0.00428 -0.04124
   0.59880  0.00439 -0.03185
   0.61952  0.00451 -0.02108
   0.64010  0.00461 -0.00986
   0.66049  0.00467  0.00078
   0.68071  0.00467  0.01029
   0.70080  0.00459  0.01785
   0.72083  0.00442  0.02278
   0.74087  0.00415  0.02582
   0.76097  0.00381  0.02761
   0.78118  0.00341  0.02848
   0.80151  0.00297  0.02871
   0.82196  0.00249  0.02847
   0.84245  0.00201  0.02802
   0.86279  0.00154  0.02796
   0.88267  0.00112  0.02817
   0.90179  0.00077  0.02863
   0.91986  0.00052  0.02935
   0.93672  0.00046  0.03525
   0.95232  0.00064  0.04964
   0.96672  0.00106  0.07343
   0.98001  0.00168  0.10321
   0.99230  0.00243  0.13850
   1.00000  0.00300  0.16096
